emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept,,,,,
214215,Xiaoqiang,Cardazo,25-01-65,28-05-93,01-01-99,Senior Staff,d007,,,,,
214391,Rayond,Klassen,15-01-65,11-09-93,01-01-99,Senior Staff,d009,,,,,
215629,Munehiro,Manders,15-01-65,18-05-87,01-01-99,Senior Staff,d009,,,,,
216921,Lena,Lenart,22-01-65,25-12-90,01-01-99,Senior Staff,d007,,,,,
217026,Otmar,Engberts,11-01-65,16-08-93,01-01-99,Senior Staff,d007,,,,,
217272,Yuchang,Eldridge,21-01-65,01-08-86,01-01-99,Senior Staff,d007,,,,,
217800,Shay,Servieres,01-02-65,06-08-98,01-01-99,Senior Staff,d002,,,,,
219967,Susanna,Reeken,16-01-65,16-03-98,01-01-99,Senior Staff,d003,,,,,
220528,Sibyl,Rabehasaina,06-01-65,23-02-98,01-01-99,Senior Staff,d008,,,,,
220582,Poornachandra,Zielinski,08-01-65,13-02-96,01-01-99,Senior Staff,d001,,,,,
220611,Yuping,Babb,23-01-65,31-01-95,01-01-99,Senior Staff,d007,,,,,
221367,Saddek,Farris,13-01-65,06-11-90,01-01-99,Senior Staff,d009,,,,,
221973,Sangeeta,Kalefeld,17-01-65,06-06-90,01-01-99,Senior Staff,d001,,,,,
222206,Stein,Uludag,21-01-65,30-01-88,01-01-99,Senior Staff,d003,,,,,
222998,Leaf,Awdeh,07-01-65,02-10-92,01-01-99,Senior Staff,d001,,,,,
224390,TRUE,Shobatake,24-01-65,17-05-96,01-01-99,Senior Staff,d008,,,,,
224934,George,Miake,05-01-65,02-01-88,01-01-99,Senior Staff,d003,,,,,
225438,Remmert,Quaggetto,14-01-65,28-04-92,01-01-99,Senior Staff,d007,,,,,
228248,Yuriy,Plump,09-01-65,08-09-88,01-01-99,Senior Staff,d008,,,,,
228554,Bilhanan,Brendel,03-01-65,23-12-90,01-01-99,Senior Staff,d007,,,,,
229098,Berry,Yurek,08-01-65,16-08-95,01-01-99,Senior Staff,d009,,,,,
229547,Moni,Schach,03-01-65,04-07-86,01-01-99,Senior Staff,d007,,,,,
230126,Bezalel,Radivojevic,31-01-65,02-07-88,01-01-99,Senior Staff,d009,,,,,
230354,Yinghua,Lorho,31-01-65,09-08-91,01-01-99,Senior Staff,d003,,,,,
230579,Shahar,Negoita,17-01-65,19-03-94,01-01-99,Senior Staff,d002,,,,,
230689,Dietrich,Crabtree,14-01-65,24-05-86,01-01-99,Senior Staff,d007,,,,,
232178,Etsuo,Anandan,29-01-65,13-12-89,01-01-99,Senior Staff,d003,,,,,
233397,Fay,Sundgren,16-01-65,07-07-90,01-01-99,Senior Staff,d007,,,,,
233785,Baziley,Ballarin,30-01-65,28-07-87,01-01-99,Senior Staff,d007,,,,,
235458,Gio,Heuser,05-01-65,28-06-92,01-01-99,Senior Staff,d008,,,,,
236566,Yechezkel,Maginnis,17-01-65,11-12-92,01-01-99,Senior Staff,d009,,,,,
236591,Insup,Reinhard,11-01-65,08-04-85,01-01-99,Senior Staff,d001,,,,,
238949,Minghong,Cronin,09-01-65,04-10-87,01-01-99,Senior Staff,d007,,,,,
239244,Abdulla,Kitai,13-01-65,20-02-87,01-01-99,Senior Staff,d007,,,,,
239748,Bilhanan,Dusink,23-01-65,04-06-88,01-01-99,Senior Staff,d007,,,,,
239803,Oscal,Ernst,30-01-65,19-05-92,01-01-99,Senior Staff,d008,,,,,
240132,Mizuhito,Kobara,01-02-65,09-08-96,01-01-99,Senior Staff,d009,,,,,
240438,Temple,Cyre,02-01-65,30-09-92,01-01-99,Senior Staff,d009,,,,,
240870,Francesca,Chorvat,06-01-65,17-03-92,01-01-99,Senior Staff,d004,,,,,
241292,Uri,Lampe,29-01-65,11-12-01,01-01-99,Senior Staff,d001,,,,,
242500,Bingning,Iisaku,08-01-65,26-06-89,01-01-99,Senior Staff,d007,,,,,
243018,Bowen,Deverell,02-01-65,27-12-98,01-01-99,Senior Staff,d001,,,,,
244308,Mokhtar,Rebaine,10-01-65,23-07-91,01-01-99,Senior Staff,d001,,,,,
244605,Masoud,Suwa,22-01-65,10-10-98,01-01-99,Senior Staff,d002,,,,,
244624,Boaz,Seuren,31-01-65,27-03-87,01-01-99,Senior Staff,d008,,,,,
244873,Arunachalam,Oppitz,04-01-65,20-05-86,01-01-99,Senior Staff,d007,,,,,
246798,Tianruo,Strooper,09-01-65,07-12-01,01-01-99,Senior Staff,d001,,,,,
247089,Seongbae,Schahn,17-01-65,10-12-92,01-01-99,Senior Staff,d007,,,,,
247122,Xiaobin,Narlikar,23-01-65,14-02-92,01-01-99,Senior Staff,d003,,,,,
247875,Xiong,Anick,02-01-65,23-04-91,01-01-99,Senior Staff,d001,,,,,
248351,Jaana,Milicia,01-02-65,02-06-85,01-01-99,Senior Staff,d001,,,,,
248758,Snehasis,Muhlberg,01-02-65,25-12-94,01-01-99,Senior Staff,d007,,,,,
251166,Hinrich,Hooghiemstra,22-01-65,05-10-85,01-01-99,Senior Staff,d002,,,,,
251301,Pintsang,Impagliazzo,30-01-65,06-05-89,01-01-99,Senior Staff,d007,,,,,
251341,Divier,Kumaresan,11-01-65,05-12-92,01-01-99,Senior Staff,d003,,,,,
251645,Bezalel,Tsunoo,06-01-65,17-06-92,01-01-99,Senior Staff,d007,,,,,
257378,Pascal,Bernatsky,06-01-65,03-09-88,01-01-99,Senior Staff,d001,,,,,
257484,Shaowei,Nicolson,01-01-65,07-12-86,01-01-99,Senior Staff,d003,,,,,
258124,Mariusz,Zolotykh,17-01-65,28-07-90,01-01-99,Senior Staff,d007,,,,,
259237,Palash,Gammage,27-01-65,23-10-87,01-01-99,Senior Staff,d009,,,,,
259611,Shuichi,Marrakchi,27-01-65,21-08-90,01-01-99,Senior Staff,d007,,,,,
259619,Conal,Magliocco,21-01-65,09-05-92,01-01-99,Senior Staff,d002,,,,,
259718,Stepehn,Bouloucos,24-01-65,13-12-93,01-01-99,Senior Staff,d005,,,,,
260399,Hatem,Birsak,30-01-65,10-04-89,01-01-99,Senior Staff,d002,,,,,
260408,Sasan,Brookner,19-01-65,03-09-96,01-01-99,Senior Staff,d009,,,,,
261662,Berni,Assaf,11-01-65,08-09-89,01-01-99,Senior Staff,d002,,,,,
261990,Volkmar,Czaja,16-01-65,01-04-92,01-01-99,Senior Staff,d007,,,,,
262208,Mrinalini,Holburn,16-01-65,23-05-87,01-01-99,Senior Staff,d002,,,,,
262439,Lorien,Lagarias,30-01-65,10-10-85,01-01-99,Senior Staff,d001,,,,,
263649,Mechthild,Zongker,17-01-65,26-07-93,01-01-99,Senior Staff,d007,,,,,
263926,Fusako,Schwartzbauer,03-01-65,07-04-85,01-01-99,Senior Staff,d007,,,,,
264626,Noritoshi,Bakhtari,13-01-65,03-02-93,01-01-99,Senior Staff,d001,,,,,
265558,Susuma,Kleiser,31-01-65,02-08-87,01-01-99,Senior Staff,d007,,,,,
265794,Miquel,Halloran,15-01-65,14-01-94,01-01-99,Senior Staff,d007,,,,,
266249,Sumant,Nishimukai,15-01-65,28-03-91,01-01-99,Senior Staff,d007,,,,,
266310,Zvonko,Serdy,23-01-65,24-06-87,01-01-99,Senior Staff,d008,,,,,
266644,Anwar,Gubsky,08-01-65,09-08-93,01-01-99,Senior Staff,d002,,,,,
266862,Mart,Plumb,10-01-65,21-04-86,01-01-99,Senior Staff,d008,,,,,
266881,Mokhtar,Sabnani,11-01-65,04-02-97,01-01-99,Senior Staff,d001,,,,,
267059,Moie,Tempesti,09-01-65,29-06-91,01-01-99,Senior Staff,d009,,,,,
267304,Jordanka,Axelband,06-01-65,27-06-94,01-01-99,Senior Staff,d007,,,,,
267667,Irena,Kaiserswerth,05-01-65,05-09-87,01-01-99,Senior Staff,d007,,,,,
270794,Dannz,Zhang,01-02-65,26-06-91,01-01-99,Senior Staff,d001,,,,,
272141,Tsutomu,Neiman,13-01-65,31-07-96,01-01-99,Senior Staff,d005,,,,,
272285,Gully,Mitchem,19-01-65,22-01-86,01-01-99,Senior Staff,d009,,,,,
272599,Holgard,Hegner,16-01-65,15-07-93,01-01-99,Senior Staff,d001,,,,,
273806,Hongzhu,Beetstra,01-01-65,18-08-97,01-01-99,Senior Staff,d001,,,,,
273858,Gunilla,Matzen,13-01-65,28-12-90,01-01-99,Senior Staff,d007,,,,,
274271,Prodip,Ritcey,10-01-65,10-09-86,01-01-99,Senior Staff,d007,,,,,
274369,Ranga,Waymire,29-01-65,27-01-97,01-01-99,Senior Staff,d008,,,,,
274813,Yefim,Pettey,10-01-65,07-08-93,01-01-99,Senior Staff,d007,,,,,
275801,Ayakannu,Heinisuo,22-01-65,28-06-86,01-01-99,Senior Staff,d007,,,,,
276027,Holgard,Stavenow,04-01-65,28-02-86,01-01-99,Senior Staff,d008,,,,,
276184,Mari,Swick,10-01-65,08-04-91,01-01-99,Senior Staff,d007,,,,,
276186,Sajjad,Vecchi,30-01-65,02-06-93,01-01-99,Senior Staff,d003,,,,,
276189,Isaac,Klerer,10-01-65,19-03-95,01-01-99,Senior Staff,d003,,,,,
276563,Gift,Solares,01-01-65,01-08-95,01-01-99,Senior Staff,d009,,,,,
277362,Uzi,Kugler,09-01-65,12-01-91,01-01-99,Senior Staff,d009,,,,,
278452,Sudhanshu,Toyoshima,07-01-65,29-08-87,01-01-99,Senior Staff,d003,,,,,
278549,Jaana,Werthner,02-01-65,27-07-89,01-01-99,Senior Staff,d007,,,,,
280070,Niteen,Ebeling,24-01-65,29-03-88,01-01-99,Senior Staff,d003,,,,,
282333,Nahla,Serdy,25-01-65,09-09-93,01-01-99,Senior Staff,d008,,,,,
284300,Ishfaq,Mahmud,22-01-65,29-11-91,01-01-99,Senior Staff,d001,,,,,
285905,Kellyn,Bage,09-01-65,04-11-94,01-01-99,Senior Staff,d008,,,,,
286026,Utpal,Zaumen,21-01-65,25-02-91,01-01-99,Senior Staff,d007,,,,,
286370,Toshimitsu,Seuren,06-01-65,19-01-95,01-01-99,Senior Staff,d003,,,,,
287327,Youjian,Felder,13-01-65,15-07-93,01-01-99,Senior Staff,d003,,,,,
287713,Aamod,Ranka,23-01-65,07-12-92,01-01-99,Senior Staff,d002,,,,,
287983,Randi,Munos,23-01-65,07-09-90,01-01-99,Senior Staff,d001,,,,,
288142,Shay,Heystek,25-01-65,01-04-89,01-01-99,Senior Staff,d007,,,,,
289687,Fai,Maccarone,31-01-65,30-10-85,01-01-99,Senior Staff,d008,,,,,
289807,Soenke,Lemarechal,04-01-65,04-09-94,01-01-99,Senior Staff,d009,,,,,
289909,Hilari,Vecchio,09-01-65,24-04-93,01-01-99,Senior Staff,d007,,,,,
290009,Zijian,Rindone,22-01-65,09-07-89,01-01-99,Senior Staff,d003,,,,,
290075,Boalin,Byoun,15-01-65,01-10-90,01-01-99,Senior Staff,d003,,,,,
290441,Gregory,Collavizza,25-01-65,09-09-87,01-01-99,Senior Staff,d007,,,,,
292404,Hongzue,Zultner,28-01-65,22-02-90,01-01-99,Senior Staff,d008,,,,,
293080,Hideyuki,Slaats,12-01-65,30-05-87,01-01-99,Senior Staff,d003,,,,,
293154,Syozo,Maliniak,21-01-65,06-06-93,01-01-99,Senior Staff,d001,,,,,
293752,Jungsoon,Bail,04-01-65,18-02-86,01-01-99,Senior Staff,d007,,,,,
294144,Takanari,Ermel,09-01-65,11-01-92,01-01-99,Senior Staff,d007,,,,,
294241,Marl,Fiebach,12-01-65,26-07-94,01-01-99,Senior Staff,d002,,,,,
294527,Ashish,Candan,04-01-65,02-02-92,01-01-99,Senior Staff,d001,,,,,
295030,Fun,Keirsey,01-01-65,09-07-85,01-01-99,Senior Staff,d009,,,,,
295857,Kankanahalli,Ciolek,17-01-65,26-12-89,01-01-99,Senior Staff,d003,,,,,
296428,Charmane,Simmen,03-01-65,07-03-89,01-01-99,Senior Staff,d007,,,,,
296687,Palash,Spieker,02-01-65,11-05-91,01-01-99,Senior Staff,d008,,,,,
297232,Lokesh,Saoudi,16-01-65,25-05-99,01-01-99,Senior Staff,d007,,,,,
297431,Cathie,Ratnakar,12-01-65,23-06-96,01-01-99,Senior Staff,d001,,,,,
299346,Fumitake,Sichman,09-01-65,21-02-91,01-01-99,Senior Staff,d003,,,,,
299718,Denny,Shobatake,15-01-65,22-06-97,01-01-99,Senior Staff,d008,,,,,
299737,Patricio,Itzfeldt,01-02-65,21-05-85,01-01-99,Senior Staff,d007,,,,,
400046,Hilari,Christ,12-01-65,07-10-96,01-01-99,Senior Staff,d005,,,,,
401420,Florian,Uhrig,06-01-65,31-01-87,01-01-99,Senior Staff,d009,,,,,
402827,Weidon,Pollacia,28-01-65,24-03-02,01-01-99,Senior Staff,d002,,,,,
403644,Krisda,Hainaut,19-01-65,08-07-95,01-01-99,Senior Staff,d003,,,,,
404755,Manu,Junet,13-01-65,20-04-91,01-01-99,Senior Staff,d001,,,,,
405015,Morris,Fargier,02-01-65,29-06-88,01-01-99,Senior Staff,d007,,,,,
408437,Uno,Solares,29-01-65,22-09-94,01-01-99,Senior Staff,d009,,,,,
411143,Goncalo,Barbanera,08-01-65,01-09-96,01-01-99,Senior Staff,d001,,,,,
413098,Hsiangchu,Taubenfeld,26-01-65,17-04-93,01-01-99,Senior Staff,d008,,,,,
413205,Mototsugu,Prampolini,09-01-65,12-06-88,01-01-99,Senior Staff,d007,,,,,
413831,Mohamadou,Grabner,09-01-65,25-11-91,01-01-99,Senior Staff,d009,,,,,
413832,Marco,Jahnichen,24-01-65,28-03-95,01-01-99,Senior Staff,d003,,,,,
414714,Chinho,Delgrande,06-01-65,07-11-96,01-01-99,Senior Staff,d008,,,,,
416420,Adamantios,Heemskerk,22-01-65,08-08-86,01-01-99,Senior Staff,d007,,,,,
417435,Bouchung,Zaumen,03-01-65,29-01-99,01-01-99,Senior Staff,d007,,,,,
418247,Oscar,Oppitz,08-01-65,27-07-02,01-01-99,Senior Staff,d001,,,,,
418860,Ymte,Dalton,01-02-65,22-11-92,01-01-99,Senior Staff,d001,,,,,
420476,Mariangiola,Bolsens,28-01-65,15-06-85,01-01-99,Senior Staff,d009,,,,,
420694,Frazer,Barbanera,19-01-65,04-11-86,01-01-99,Senior Staff,d008,,,,,
420732,Willard,Morrin,06-01-65,27-05-96,01-01-99,Senior Staff,d001,,,,,
420877,Khosrow,Erez,29-01-65,11-02-90,01-01-99,Senior Staff,d002,,,,,
421022,Shigeaki,Butner,26-01-65,13-07-96,01-01-99,Senior Staff,d007,,,,,
421074,Zhaofang,Falster,07-01-65,29-06-94,01-01-99,Senior Staff,d007,,,,,
423038,Takushi,Strehl,20-01-65,04-10-88,01-01-99,Senior Staff,d007,,,,,
423327,Constantijn,Lichtman,27-01-65,26-06-94,01-01-99,Senior Staff,d007,,,,,
423350,Heping,Monarch,04-01-65,15-04-88,01-01-99,Senior Staff,d007,,,,,
424685,Changho,Veevers,10-01-65,03-03-97,01-01-99,Senior Staff,d002,,,,,
424797,Theron,Itschner,19-01-65,16-05-85,01-01-99,Senior Staff,d007,,,,,
424805,Jacqueline,Zallocco,24-01-65,17-12-87,01-01-99,Senior Staff,d007,,,,,
425540,Paddy,Zumaque,03-01-65,12-11-95,01-01-99,Senior Staff,d002,,,,,
425757,Yongdong,Jiang,18-01-65,31-01-95,01-01-99,Senior Staff,d004,,,,,
425780,Paris,Range,15-01-65,25-10-89,01-01-99,Senior Staff,d007,,,,,
425875,Jahangir,Kroft,19-01-65,11-06-90,01-01-99,Senior Staff,d007,,,,,
426153,Shahaf,Luce,16-01-65,06-04-99,01-01-99,Senior Staff,d007,,,,,
426235,Danco,Rajala,31-01-65,29-03-91,01-01-99,Senior Staff,d003,,,,,
426795,Huican,Lunn,07-01-65,23-07-86,01-01-99,Senior Staff,d009,,,,,
426818,Gaurav,Fendler,21-01-65,15-02-92,01-01-99,Senior Staff,d009,,,,,
426824,Gopalakrishnan,Mawatari,25-01-65,07-12-97,01-01-99,Senior Staff,d007,,,,,
427313,Utpal,Kemmerer,31-01-65,04-12-86,01-01-99,Senior Staff,d008,,,,,
427776,Jaques,Navazio,25-01-65,04-04-89,01-01-99,Senior Staff,d002,,,,,
427805,Haldun,Compeau,21-01-65,15-10-97,01-01-99,Senior Staff,d002,,,,,
428160,Jamaludin,Kalorkoti,12-01-65,06-09-98,01-01-99,Senior Staff,d001,,,,,
428195,Hatsukazu,Rosca,11-01-65,02-08-93,01-01-99,Senior Staff,d002,,,,,
428219,Ghassan,Androutsos,21-01-65,26-12-87,01-01-99,Senior Staff,d007,,,,,
429238,Mona,Luck,29-01-65,11-05-89,01-01-99,Senior Staff,d007,,,,,
429532,Bartek,Vendrig,25-01-65,06-06-92,01-01-99,Senior Staff,d007,,,,,
429703,Ung,Honglei,06-01-65,02-09-86,01-01-99,Senior Staff,d003,,,,,
430593,Janalee,Lanzelotte,19-01-65,01-12-97,01-01-99,Senior Staff,d009,,,,,
432031,Adamantios,Matzat,11-01-65,01-03-87,01-01-99,Senior Staff,d007,,,,,
432034,Arfst,Uehara,24-01-65,10-07-94,01-01-99,Senior Staff,d001,,,,,
432956,Qunsheng,Birrer,25-01-65,13-05-86,01-01-99,Senior Staff,d001,,,,,
433438,Keiichiro,Miyakawa,06-01-65,12-09-93,01-01-99,Senior Staff,d008,,,,,
435181,Kazuhide,Fiutem,16-01-65,10-05-92,01-01-99,Senior Staff,d001,,,,,
435305,Berthier,Pramanik,21-01-65,23-01-93,01-01-99,Senior Staff,d007,,,,,
435370,Conal,Basart,16-01-65,17-05-91,01-01-99,Senior Staff,d007,,,,,
435588,Genta,Pepe,29-01-65,12-04-94,01-01-99,Senior Staff,d003,,,,,
435602,Dietrich,Kranzdorf,29-01-65,04-10-92,01-01-99,Senior Staff,d007,,,,,
435774,Olivera,Bharadwaj,09-01-65,01-04-92,01-01-99,Senior Staff,d007,,,,,
436827,Wojceich,Limongiello,30-01-65,10-03-88,01-01-99,Senior Staff,d003,,,,,
437369,Kazuhide,Biran,01-02-65,25-01-95,01-01-99,Senior Staff,d007,,,,,
438038,Lena,Giaccio,01-01-65,03-10-01,01-01-99,Senior Staff,d001,,,,,
438264,Rasikan,Barreiro,19-01-65,27-09-91,01-01-99,Senior Staff,d009,,,,,
439905,Kousuke,Levasseur,03-01-65,16-03-90,01-01-99,Senior Staff,d009,,,,,
440325,Douadi,Sullins,10-01-65,25-09-99,01-01-99,Senior Staff,d007,,,,,
440642,Snehasis,Kalsbeek,14-01-65,06-01-88,01-01-99,Senior Staff,d007,,,,,
440937,Fabrizio,Usery,18-01-65,13-10-92,01-01-99,Senior Staff,d008,,,,,
441965,Claudi,Heijenga,12-01-65,30-08-88,01-01-99,Senior Staff,d008,,,,,
443108,Christfried,Atrawala,14-01-65,29-11-98,01-01-99,Senior Staff,d002,,,,,
443485,Marke,Klerer,23-01-65,14-04-90,01-01-99,Senior Staff,d008,,,,,
443841,Shaw,Kading,08-01-65,16-07-92,01-01-99,Senior Staff,d007,,,,,
443873,Vatsa,Ramsay,20-01-65,16-06-00,01-01-99,Senior Staff,d001,,,,,
444070,Heping,Skrikant,15-01-65,27-11-90,01-01-99,Senior Staff,d009,,,,,
444099,Kousuke,Worfolk,28-01-65,22-03-88,01-01-99,Senior Staff,d007,,,,,
444208,Irena,Cesareni,27-01-65,30-10-85,01-01-99,Senior Staff,d007,,,,,
445152,Heping,Peac,09-01-65,20-03-85,01-01-99,Senior Staff,d008,,,,,
445723,Gaurav,Roison,31-01-65,12-07-91,01-01-99,Senior Staff,d004,,,,,
447135,Gennady,Rouquie,31-01-65,24-08-89,01-01-99,Senior Staff,d003,,,,,
447544,Stabislas,Kakkad,22-01-65,19-02-89,01-01-99,Senior Staff,d007,,,,,
447931,Martijn,Jeong,11-01-65,14-12-90,01-01-99,Senior Staff,d007,,,,,
449189,Jahangir,Bernatsky,30-01-65,30-09-95,01-01-99,Senior Staff,d007,,,,,
450475,Saeed,Bahl,21-01-65,29-01-91,01-01-99,Senior Staff,d002,,,,,
450888,Sedat,Rande,03-01-65,25-03-95,01-01-99,Senior Staff,d007,,,,,
451253,Jaihie,Ozeri,15-01-65,21-06-91,01-01-99,Senior Staff,d007,,,,,
451275,Bedrich,Isard,25-01-65,07-06-86,01-01-99,Senior Staff,d008,,,,,
451333,Radhika,Bonifati,15-01-65,11-03-95,01-01-99,Senior Staff,d003,,,,,
452347,Shigeichiro,Brattka,07-01-65,13-07-96,01-01-99,Senior Staff,d007,,,,,
452982,Lobel,Aloia,29-01-65,29-12-94,01-01-99,Senior Staff,d001,,,,,
453070,Aran,Rosenbaum,06-01-65,25-04-91,01-01-99,Senior Staff,d003,,,,,
453644,Berni,Takkinen,07-01-65,08-06-92,01-01-99,Senior Staff,d001,,,,,
453760,Ewing,Rajala,13-01-65,21-06-96,01-01-99,Senior Staff,d009,,,,,
453913,Stein,Perng,23-01-65,29-04-93,01-01-99,Senior Staff,d001,,,,,
455726,Qiwen,Kriebel,08-01-65,13-12-87,01-01-99,Senior Staff,d007,,,,,
457070,Gay,Plavsic,25-01-65,06-08-87,01-01-99,Senior Staff,d003,,,,,
458134,Thanasis,Standera,11-01-65,20-03-85,01-01-99,Senior Staff,d003,,,,,
458726,Shahaf,Kitai,13-01-65,26-12-86,01-01-99,Senior Staff,d009,,,,,
460691,Munehiko,Gihr,16-01-65,06-12-89,01-01-99,Senior Staff,d003,,,,,
460920,Remzi,Mitzlaff,22-01-65,06-04-86,01-01-99,Senior Staff,d007,,,,,
462795,Somnath,Cummings,05-01-65,10-07-94,01-01-99,Senior Staff,d008,,,,,
463099,Jinxi,Schmiedel,15-01-65,21-09-90,01-01-99,Senior Staff,d002,,,,,
464284,Huiqun,Henders,20-01-65,19-05-93,01-01-99,Senior Staff,d007,,,,,
464303,Abdelghani,Nyrup,22-01-65,02-08-86,01-01-99,Senior Staff,d009,,,,,
465085,Vidar,Gunderson,18-01-65,18-03-96,01-01-99,Senior Staff,d009,,,,,
465409,Shahid,Varman,30-01-65,27-08-85,01-01-99,Senior Staff,d001,,,,,
465501,Mrinalini,Gire,05-01-65,09-11-92,01-01-99,Senior Staff,d003,,,,,
466064,Temple,Danlos,31-01-65,13-06-94,01-01-99,Senior Staff,d007,,,,,
466603,Yechezkel,Nourani,23-01-65,01-08-91,01-01-99,Senior Staff,d001,,,,,
466745,Boalin,Birsak,26-01-65,16-10-95,01-01-99,Senior Staff,d003,,,,,
467176,Przemyslawa,Borovoy,05-01-65,18-06-93,01-01-99,Senior Staff,d003,,,,,
467886,Sivanarayana,Chandrasekhar,02-01-65,24-01-96,01-01-99,Senior Staff,d001,,,,,
469867,Hein,Jonsson,23-01-65,12-02-85,01-01-99,Senior Staff,d008,,,,,
470456,Reuven,Oehlmann,13-01-65,29-03-86,01-01-99,Senior Staff,d007,,,,,
472143,Yahiko,Sommen,25-01-65,14-08-96,01-01-99,Senior Staff,d007,,,,,
473268,Hugo,Sgarro,01-01-65,24-04-92,01-01-99,Senior Staff,d007,,,,,
473490,Pantung,Reeker,06-01-65,11-05-92,01-01-99,Senior Staff,d008,,,,,
474331,Sugwoo,Eugenio,29-01-65,02-03-94,01-01-99,Senior Staff,d002,,,,,
476055,Girolamo,Schlumberger,03-01-65,07-03-93,01-01-99,Senior Staff,d008,,,,,
478799,Shaw,Borovoy,18-01-65,11-05-91,01-01-99,Senior Staff,d001,,,,,
479695,Masamitsu,Murrill,06-01-65,23-06-99,01-01-99,Senior Staff,d001,,,,,
480035,Sukumar,Georg,26-01-65,26-08-90,01-01-99,Senior Staff,d005,,,,,
480178,Uinam,Rahier,03-01-65,10-02-91,01-01-99,Senior Staff,d008,,,,,
481050,Weiru,Burnard,16-01-65,15-10-90,01-01-99,Senior Staff,d003,,,,,
481213,Shigehiro,Haldar,08-01-65,14-12-91,01-01-99,Senior Staff,d007,,,,,
482755,Jouni,Conia,03-01-65,31-10-94,01-01-99,Senior Staff,d001,,,,,
482905,Aral,Hebden,16-01-65,10-09-91,01-01-99,Senior Staff,d002,,,,,
482944,Duke,Journel,26-01-65,26-10-91,01-01-99,Senior Staff,d007,,,,,
483401,Rosita,Pokrovskii,10-01-65,03-08-96,01-01-99,Senior Staff,d007,,,,,
483978,Dung,Tanemo,24-01-65,28-01-90,01-01-99,Senior Staff,d007,,,,,
484126,Manton,Lueh,05-01-65,07-04-89,01-01-99,Senior Staff,d003,,,,,
485253,Gladys,Parhami,14-01-65,20-07-96,01-01-99,Senior Staff,d009,,,,,
485799,Yoshimitsu,Litvinov,27-01-65,22-11-97,01-01-99,Senior Staff,d008,,,,,
486068,Yefim,Bernardeschi,11-01-65,26-06-96,01-01-99,Senior Staff,d003,,,,,
486918,Yagil,Remmers,18-01-65,01-11-94,01-01-99,Senior Staff,d007,,,,,
487008,Zhigen,Raney,22-01-65,26-05-93,01-01-99,Senior Staff,d007,,,,,
487505,Uno,Jayawardene,20-01-65,02-11-87,01-01-99,Senior Staff,d008,,,,,
488095,Francoise,Hegner,24-01-65,23-12-97,01-01-99,Senior Staff,d009,,,,,
488142,Denis,Narlikar,05-01-65,01-07-91,01-01-99,Senior Staff,d007,,,,,
488540,Breannda,Maquelin,22-01-65,12-04-96,01-01-99,Senior Staff,d002,,,,,
488752,Nimmagadda,Baja,23-01-65,09-02-94,01-01-99,Senior Staff,d001,,,,,
488788,Wuxu,Garigliano,12-01-65,21-09-90,01-01-99,Senior Staff,d009,,,,,
489755,Matk,Chorvat,14-01-65,04-12-99,01-01-99,Senior Staff,d002,,,,,
489756,Kersti,Miculan,01-01-65,09-06-92,01-01-99,Senior Staff,d002,,,,,
491478,Gill,Varman,16-01-65,18-06-88,01-01-99,Senior Staff,d007,,,,,
491632,Gadiel,Perly,01-01-65,20-10-86,01-01-99,Senior Staff,d009,,,,,
492000,Valeska,Cools,10-01-65,16-12-93,01-01-99,Senior Staff,d003,,,,,
493048,Muzhong,Berztiss,31-01-65,23-01-95,01-01-99,Senior Staff,d007,,,,,
494019,Morrie,Iisaku,16-01-65,06-05-91,01-01-99,Senior Staff,d001,,,,,
494995,Yongmao,Pouyioutas,04-01-65,24-08-89,01-01-99,Senior Staff,d007,,,,,
496978,Danco,Debuse,30-01-65,10-09-93,01-01-99,Senior Staff,d001,,,,,
497340,Fayez,Keohane,06-01-65,19-09-90,01-01-99,Senior Staff,d001,,,,,
498456,Geraldo,Gerteisen,17-01-65,05-06-87,01-01-99,Senior Staff,d009,,,,,
498635,Florian,Pezzoli,09-01-65,22-07-88,01-01-99,Senior Staff,d007,,,,,
499194,Padma,Delgrange,29-01-65,27-08-99,01-01-99,Senior Staff,d001,,,,,
12643,Morrie,Schurmann,30-01-65,31-12-98,01-01-99,Staff,d002,,,,,
17013,Morris,Garigliano,15-01-65,24-05-95,01-01-99,Staff,d002,,,,,
17447,Zengping,Boreale,11-01-65,16-12-98,01-01-99,Staff,d007,,,,,
18583,Stafford,Honglei,03-01-65,16-08-98,01-01-99,Staff,d009,,,,,
18617,Surveyors,Crouzet,21-01-65,24-04-89,01-01-99,Staff,d003,,,,,
20100,Utz,Heuter,18-01-65,15-06-86,01-01-99,Staff,d001,,,,,
20248,Vidar,Demri,12-01-65,31-12-99,01-01-99,Staff,d009,,,,,
20500,Christoph,Trystram,30-01-65,15-10-93,01-01-99,Staff,d009,,,,,
24394,Zhonghui,Conta,04-01-65,10-09-94,01-01-99,Staff,d007,,,,,
24553,Anwar,Passafiume,12-01-65,30-01-87,01-01-99,Staff,d007,,,,,
29130,Xumin,Thorensen,06-01-65,26-04-98,01-01-99,Staff,d001,,,,,
30484,Sailaja,Chvatal,11-01-65,18-05-99,01-01-99,Staff,d007,,,,,
31568,Mark,Lalonde,10-01-65,24-11-96,01-01-99,Staff,d001,,,,,
32347,Terresa,Peres,08-01-65,15-09-90,01-01-99,Staff,d001,,,,,
